,season_id,player_id,player_season,player,season,season_start,team,games,gamesstarted,mp,fg_perc,3p_perc,2p_perc,ft_perc,trb,ast,stl,blk,tov,pf,pts,all_nba
1224,1224,214,4,Chauncey Billups,2000-01,2000,MIN,77,33,23.2,0.422,0.376,0.445,0.842,2.1,3.4,0.7,0.1,1.4,2.3,9.3,0
1225,1225,214,5,Chauncey Billups,2001-02,2001,MIN,82,54,28.7,0.423,0.394,0.441,0.885,2.8,5.5,0.8,0.2,1.7,2.1,12.5,0
1226,1226,214,6,Chauncey Billups,2002-03,2002,DET,74,74,31.4,0.421,0.392,0.443,0.878,3.7,3.9,0.9,0.2,1.8,1.8,16.2,0
1227,1227,214,7,Chauncey Billups,2003-04,2003,DET,78,78,35.4,0.394,0.388,0.396,0.878,3.5,5.7,1.1,0.1,2.4,2.3,16.9,0
1228,1228,214,8,Chauncey Billups,2004-05,2004,DET,80,80,35.8,0.442,0.426,0.454,0.898,3.4,5.8,1.0,0.1,2.3,2.4,16.5,0
1229,1229,214,9,Chauncey Billups,2005-06,2005,DET,81,81,36.1,0.418,0.433,0.407,0.894,3.1,8.6,0.9,0.1,2.1,2.0,18.5,1
1230,1230,214,10,Chauncey Billups,2006-07,2006,DET,70,70,36.2,0.427,0.345,0.479,0.883,3.4,7.2,1.2,0.2,2.0,2.3,17.0,1
1231,1231,214,11,Chauncey Billups,2007-08,2007,DET,78,78,32.3,0.448,0.401,0.479,0.918,2.7,6.8,1.3,0.2,2.1,1.7,17.0,0
1232,1232,214,12,Chauncey Billups,2008-09,2008,TOT,79,79,35.3,0.418,0.408,0.425,0.913,3.0,6.4,1.2,0.2,2.2,2.0,17.7,1
1233,1233,214,13,Chauncey Billups,2009-10,2009,DEN,73,73,34.1,0.418,0.386,0.441,0.91,3.1,5.6,1.1,0.1,2.4,2.1,19.5,0
1234,1234,214,14,Chauncey Billups,2010-11,2010,TOT,72,72,32.1,0.427,0.402,0.448,0.916,2.6,5.4,1.0,0.2,2.5,2.0,16.8,0
1235,1235,214,15,Chauncey Billups,2011-12,2011,LAC,20,20,30.4,0.364,0.384,0.34,0.895,2.5,4.0,0.5,0.2,1.9,2.0,15.0,0
1236,1236,214,16,Chauncey Billups,2012-13,2012,LAC,22,22,19.0,0.402,0.367,0.476,0.938,1.5,2.2,0.5,0.0,1.2,1.1,8.4,0
1237,1237,214,17,Chauncey Billups,2013-14,2013,DET,19,7,16.3,0.304,0.292,0.323,0.833,1.5,2.2,0.4,0.1,1.3,1.3,3.8,0
1238,1238,215,1,Joe Binion,1986-87,1986,POR,11,0,4.6,0.4,0.0,0.4,0.6,1.6,0.1,0.2,0.2,0.3,0.5,1.3,0
1239,1239,216,1,Khem Birch,2017-18,2017,ORL,42,0,13.8,0.54,0.0,0.54,0.689,4.3,0.8,0.4,0.5,0.5,1.3,4.2,0
1241,1242,218,1,Larry Bird,1979-80,1979,BOS,82,82,36.0,0.474,0.406,0.481,0.836,10.4,4.5,1.7,0.6,3.2,3.4,21.3,1
1242,1243,218,2,Larry Bird,1980-81,1980,BOS,82,82,39.5,0.478,0.27,0.489,0.863,10.9,5.5,2.0,0.8,3.5,2.9,21.2,1
1243,1244,218,3,Larry Bird,1981-82,1981,BOS,77,58,38.0,0.503,0.212,0.514,0.863,10.9,5.8,1.9,0.9,3.3,3.2,22.9,1
1244,1245,218,4,Larry Bird,1982-83,1982,BOS,79,79,37.7,0.504,0.286,0.516,0.84,11.0,5.8,1.9,0.9,3.0,2.5,23.6,1
1245,1246,218,5,Larry Bird,1983-84,1983,BOS,79,77,38.3,0.492,0.247,0.504,0.888,10.1,6.6,1.8,0.9,3.0,2.5,24.2,1
1246,1247,218,6,Larry Bird,1984-85,1984,BOS,80,77,39.5,0.522,0.427,0.529,0.882,10.5,6.6,1.6,1.2,3.1,2.6,28.7,1
1247,1248,218,7,Larry Bird,1985-86,1985,BOS,82,81,38.0,0.496,0.423,0.506,0.896,9.8,6.8,2.0,0.6,3.2,2.2,25.8,1
1248,1249,218,8,Larry Bird,1986-87,1986,BOS,74,73,40.6,0.525,0.4,0.547,0.91,9.2,7.6,1.8,0.9,3.2,2.5,28.1,1
1249,1250,218,9,Larry Bird,1987-88,1987,BOS,76,75,39.0,0.527,0.414,0.546,0.916,9.3,6.1,1.6,0.8,2.8,2.1,29.9,1
1250,1251,218,10,Larry Bird,1988-89,1988,BOS,6,6,31.5,0.471,0.0,0.471,0.947,6.2,4.8,1.0,0.8,1.8,3.0,19.3,0
1251,1252,218,11,Larry Bird,1989-90,1989,BOS,75,75,39.3,0.473,0.333,0.494,0.93,9.5,7.5,1.4,0.8,3.2,2.3,24.3,1
1252,1253,218,12,Larry Bird,1990-91,1990,BOS,60,60,38.0,0.454,0.389,0.47,0.891,8.5,7.2,1.8,1.0,3.1,2.0,19.4,0
1253,1254,218,13,Larry Bird,1991-92,1991,BOS,45,45,36.9,0.466,0.406,0.478,0.926,9.6,6.8,0.9,0.7,2.8,1.8,20.2,0
1254,1241,217,1,Jabari Bird,2017-18,2017,BOS,13,1,8.8,0.577,0.429,0.632,0.462,1.5,0.6,0.2,0.1,0.6,0.5,3.0,0
1255,1255,219,1,Bismack Biyombo,2011-12,2011,CHA,63,41,23.1,0.464,0.0,0.464,0.483,5.8,0.4,0.3,1.8,1.1,2.3,5.2,0
1256,1256,219,2,Bismack Biyombo,2012-13,2012,CHA,80,65,27.3,0.451,0.0,0.451,0.521,7.3,0.4,0.4,1.8,1.0,2.4,4.8,0
1257,1257,219,3,Bismack Biyombo,2013-14,2013,CHA,77,9,13.9,0.611,0.0,0.611,0.517,4.8,0.1,0.1,1.1,0.5,1.6,2.9,0
1258,1258,219,4,Bismack Biyombo,2014-15,2014,CHO,64,21,19.4,0.543,0.0,0.543,0.583,6.4,0.3,0.3,1.5,0.8,2.2,4.8,0
1259,1259,219,5,Bismack Biyombo,2015-16,2015,TOR,82,22,22.0,0.542,0.0,0.544,0.628,8.0,0.4,0.2,1.6,0.9,2.7,5.5,0
1260,1260,219,6,Bismack Biyombo,2016-17,2016,ORL,77,27,22.7,0.523,0.0,0.523,0.529,7.2,0.9,0.3,1.1,1.2,2.5,6.0,0
1261,1261,219,7,Bismack Biyombo,2017-18,2017,ORL,82,25,18.2,0.52,0.0,0.521,0.65,5.7,0.8,0.3,1.2,1.0,1.9,5.7,0
1263,1263,220,1,Nemanja Bjelica,2015-16,2015,MIN,60,0,17.9,0.468,0.384,0.564,0.727,3.5,1.4,0.4,0.4,0.8,2.6,5.1,0
1264,1264,220,2,Nemanja Bjelica,2016-17,2016,MIN,65,1,18.3,0.424,0.316,0.531,0.738,3.8,1.2,0.6,0.3,0.9,2.4,6.2,0
1265,1265,220,3,Nemanja Bjelica,2017-18,2017,MIN,67,21,20.5,0.461,0.415,0.505,0.8,4.1,1.3,0.7,0.2,0.8,2.1,6.8,0
1267,1267,221,1,Uwe Blab,1985-86,1985,DAL,48,0,8.5,0.468,0.0,0.468,0.537,1.9,0.4,0.1,0.3,0.6,1.4,2.6,0
1268,1268,221,2,Uwe Blab,1986-87,1986,DAL,30,0,5.3,0.392,0.0,0.392,0.464,1.2,0.4,0.1,0.3,0.5,1.1,1.8,0
1269,1269,221,3,Uwe Blab,1987-88,1987,DAL,73,1,9.0,0.439,0.0,0.439,0.708,1.8,0.5,0.1,0.4,0.7,1.5,2.2,0
1270,1270,221,4,Uwe Blab,1988-89,1988,DAL,37,0,5.6,0.462,0.0,0.462,0.8,1.2,0.3,0.1,0.4,0.4,1.0,1.8,0
1271,1271,221,5,Uwe Blab,1989-90,1989,TOT,47,33,11.3,0.398,0.0,0.398,0.541,2.3,0.5,0.0,0.5,0.7,2.2,2.1,0
1272,1272,222,1,Norman Black,1980-81,1980,DET,3,0,9.3,0.3,0.0,0.3,0.25,0.7,0.7,0.3,0.0,0.3,0.7,2.7,0
1273,1273,223,1,Tarik Black,2014-15,2014,TOT,63,39,19.0,0.575,0.0,0.577,0.551,5.8,0.7,0.3,0.4,0.8,2.5,6.0,0
1274,1274,223,2,Tarik Black,2015-16,2015,LAL,39,0,12.7,0.548,0.0,0.548,0.422,4.0,0.4,0.4,0.5,0.6,2.0,3.4,0
1275,1275,223,3,Tarik Black,2016-17,2016,LAL,63,16,16.2,0.513,0.5,0.513,0.74,5.1,0.6,0.4,0.6,0.9,2.6,5.7,0
1276,1276,223,4,Tarik Black,2017-18,2017,HOU,51,2,10.5,0.591,0.091,0.638,0.46,3.2,0.3,0.4,0.6,0.7,2.1,3.5,0
1277,1277,224,1,Rolando Blackman,1981-82,1981,DAL,82,16,24.1,0.513,0.25,0.515,0.768,3.1,1.3,0.6,0.4,1.4,1.5,13.3,0
1278,1278,224,2,Rolando Blackman,1982-83,1982,DAL,75,62,31.3,0.492,0.2,0.497,0.78,3.9,2.5,0.5,0.4,1.6,1.5,17.7,0
1279,1279,224,3,Rolando Blackman,1983-84,1983,DAL,81,81,37.3,0.546,0.091,0.55,0.812,4.6,3.6,0.7,0.5,2.1,1.6,22.4,0
1280,1280,224,4,Rolando Blackman,1984-85,1984,DAL,81,80,35.0,0.508,0.3,0.512,0.828,3.7,3.6,0.8,0.2,2.0,1.2,19.7,0
1281,1281,224,5,Rolando Blackman,1985-86,1985,DAL,82,81,34.0,0.514,0.138,0.522,0.836,3.5,3.3,1.0,0.3,2.3,1.7,21.5,0
1282,1282,224,6,Rolando Blackman,1986-87,1986,DAL,80,80,34.5,0.495,0.333,0.497,0.884,3.5,3.3,0.8,0.3,2.2,1.8,21.0,0
1283,1283,224,7,Rolando Blackman,1987-88,1987,DAL,71,69,36.3,0.473,0.0,0.476,0.873,3.5,3.7,0.9,0.3,2.0,1.6,18.7,0
1284,1284,224,8,Rolando Blackman,1988-89,1988,DAL,78,78,37.8,0.476,0.353,0.485,0.854,3.5,3.7,0.8,0.3,2.1,1.8,19.7,0
1285,1285,224,9,Rolando Blackman,1989-90,1989,DAL,80,80,36.7,0.498,0.302,0.505,0.844,3.5,3.6,1.0,0.3,2.2,1.6,19.4,0
1286,1286,224,10,Rolando Blackman,1990-91,1990,DAL,80,80,37.1,0.482,0.351,0.494,0.865,3.2,3.8,0.9,0.2,2.0,1.9,19.9,0
1287,1287,224,11,Rolando Blackman,1991-92,1991,DAL,75,74,33.7,0.461,0.385,0.474,0.898,3.2,2.7,0.7,0.3,2.0,1.8,18.3,0
1288,1288,224,12,Rolando Blackman,1992-93,1992,NYK,60,33,23.9,0.443,0.425,0.446,0.789,1.7,2.6,0.4,0.2,1.1,2.2,9.7,0
1289,1289,224,13,Rolando Blackman,1993-94,1993,NYK,55,1,17.6,0.436,0.357,0.46,0.906,1.7,1.4,0.5,0.1,0.8,1.8,7.3,0
1290,1291,226,1,Cory Blackwell,1984-85,1984,SEA,60,0,9.2,0.367,0.0,0.37,0.509,1.6,0.4,0.4,0.1,0.7,0.9,3.4,0
1291,1293,228,1,Nate Blackwell,1987-88,1987,SAS,10,0,11.2,0.366,0.182,0.433,0.833,0.6,1.8,0.3,0.0,0.8,1.6,3.7,0
1292,1290,225,1,Alex Blackwell,1992-93,1992,LAL,27,0,4.0,0.333,0.0,0.359,0.75,0.9,0.3,0.1,0.1,0.2,0.5,1.3,0
1293,1292,227,1,James Blackwell,1994-95,1994,TOT,13,0,6.2,0.615,0.0,0.615,0.667,0.8,0.8,0.3,0.0,0.4,0.6,1.4,0
1294,1294,229,1,DeJuan Blair,2009-10,2009,SAS,82,23,18.2,0.556,0.0,0.558,0.547,6.4,0.8,0.6,0.5,1.4,2.7,7.8,0
1295,1295,229,2,DeJuan Blair,2010-11,2010,SAS,81,65,21.4,0.501,0.0,0.503,0.657,7.0,1.0,1.2,0.5,1.4,2.6,8.3,0
1296,1296,229,3,DeJuan Blair,2011-12,2011,SAS,64,62,21.3,0.534,0.0,0.535,0.613,5.5,1.2,0.9,0.2,1.4,2.6,9.5,0
1297,1297,229,4,DeJuan Blair,2012-13,2012,SAS,61,16,14.0,0.524,0.0,0.526,0.629,3.8,0.7,0.6,0.2,0.8,1.8,5.4,0
1298,1298,229,5,DeJuan Blair,2013-14,2013,DAL,78,13,15.6,0.534,0.0,0.537,0.636,4.7,0.9,0.8,0.3,1.0,2.5,6.4,0
1299,1299,229,6,DeJuan Blair,2014-15,2014,WAS,29,0,6.2,0.456,0.0,0.456,0.667,1.9,0.1,0.2,0.0,0.4,1.4,1.9,0
1300,1300,229,7,DeJuan Blair,2015-16,2015,WAS,29,0,7.5,0.412,0.0,0.418,0.385,2.0,0.4,0.3,0.1,0.5,1.8,2.1,0
1301,1301,230,1,Steve Blake,2003-04,2003,WAS,75,14,18.6,0.386,0.371,0.4,0.821,1.6,2.8,0.8,0.1,1.7,1.3,5.9,0
1302,1302,230,2,Steve Blake,2004-05,2004,WAS,44,1,14.7,0.328,0.387,0.269,0.805,1.6,1.6,0.3,0.0,0.9,1.1,4.3,0
1303,1303,230,3,Steve Blake,2005-06,2005,POR,68,57,26.2,0.438,0.413,0.455,0.791,2.1,4.5,0.6,0.1,1.2,1.6,8.2,0
1304,1304,230,4,Steve Blake,2006-07,2006,TOT,82,42,27.1,0.411,0.322,0.472,0.672,2.1,5.0,0.7,0.1,1.6,1.5,6.4,0
1305,1305,230,5,Steve Blake,2007-08,2007,POR,81,78,29.9,0.408,0.406,0.409,0.766,2.4,5.1,0.7,0.0,1.4,1.6,8.5,0
1306,1306,230,6,Steve Blake,2008-09,2008,POR,69,69,31.7,0.428,0.427,0.429,0.84,2.5,5.0,1.0,0.1,1.6,1.8,11.0,0
1307,1307,230,7,Steve Blake,2009-10,2009,TOT,80,38,27.0,0.416,0.395,0.443,0.75,2.3,4.8,0.7,0.1,1.6,1.5,7.3,0
1308,1308,230,8,Steve Blake,2010-11,2010,LAL,79,0,20.0,0.359,0.378,0.327,0.867,2.0,2.2,0.5,0.0,0.9,1.3,4.0,0
1309,1309,230,9,Steve Blake,2011-12,2011,LAL,53,5,23.3,0.377,0.335,0.436,0.778,1.6,3.3,0.7,0.0,1.4,1.4,5.2,0
1310,1310,230,10,Steve Blake,2012-13,2012,LAL,45,13,26.1,0.422,0.421,0.424,0.771,2.9,3.8,0.8,0.1,1.4,1.8,7.3,0
1311,1311,230,11,Steve Blake,2013-14,2013,TOT,55,28,27.2,0.377,0.376,0.378,0.767,2.9,5.6,1.0,0.1,1.9,1.5,6.9,0
1312,1312,230,12,Steve Blake,2014-15,2014,POR,81,0,18.9,0.373,0.352,0.417,0.707,1.7,3.6,0.5,0.1,1.3,1.5,4.3,0
1313,1313,230,13,Steve Blake,2015-16,2015,DET,58,2,17.0,0.388,0.344,0.461,0.8,1.5,3.4,0.4,0.1,1.4,1.2,4.4,0
1314,1314,231,1,Antonio Blakeney,2017-18,2017,CHI,19,0,16.5,0.371,0.288,0.418,0.769,1.7,1.1,0.4,0.1,0.6,1.0,7.9,0
1316,1316,232,1,Will Blalock,2006-07,2006,DET,14,0,11.9,0.3,0.2,0.32,1.0,1.1,1.2,0.4,0.0,0.9,0.6,1.8,0
1317,1317,233,1,Lance Blanks,1990-91,1990,DET,38,0,5.6,0.426,0.125,0.533,0.714,0.5,0.7,0.2,0.1,0.5,0.9,1.7,0
1318,1318,233,2,Lance Blanks,1991-92,1991,DET,43,0,4.4,0.455,0.375,0.487,0.727,0.5,0.4,0.3,0.0,0.3,0.6,1.5,0
1319,1319,233,3,Lance Blanks,1992-93,1992,MIN,61,2,10.5,0.433,0.256,0.505,0.625,1.1,1.2,0.3,0.1,0.5,1.0,2.6,0
1320,1320,234,1,Ricky Blanton,1992-93,1992,CHI,2,0,6.5,0.429,0.0,0.429,0.0,1.5,0.5,1.0,0.0,0.5,0.5,3.0,0
1321,1321,235,1,Andray Blatche,2005-06,2005,WAS,29,0,6.0,0.388,0.231,0.426,0.833,1.3,0.3,0.2,0.2,0.4,1.2,2.2,0
1322,1322,235,2,Andray Blatche,2006-07,2006,WAS,56,13,12.2,0.437,0.148,0.482,0.612,3.4,0.7,0.3,0.6,0.9,1.7,3.7,0
1323,1323,235,3,Andray Blatche,2007-08,2007,WAS,82,15,20.4,0.474,0.231,0.48,0.695,5.2,1.1,0.6,1.4,1.4,3.1,7.5,0
1324,1324,235,4,Andray Blatche,2008-09,2008,WAS,71,36,24.0,0.471,0.238,0.479,0.704,5.3,1.7,0.7,1.0,1.6,3.0,10.0,0
1325,1325,235,5,Andray Blatche,2009-10,2009,WAS,81,36,27.9,0.478,0.295,0.487,0.744,6.3,2.1,1.0,0.9,2.2,2.7,14.1,0
1326,1326,235,6,Andray Blatche,2010-11,2010,WAS,64,63,33.9,0.445,0.222,0.449,0.777,8.2,2.3,1.5,0.8,2.7,2.8,16.8,0
1327,1327,235,7,Andray Blatche,2011-12,2011,WAS,26,13,24.1,0.38,0.286,0.382,0.673,5.8,1.1,0.8,0.7,1.4,2.1,8.5,0
1328,1328,235,8,Andray Blatche,2012-13,2012,BRK,82,8,19.0,0.512,0.136,0.524,0.685,5.1,1.0,1.0,0.7,1.5,2.0,10.3,0
1329,1329,235,9,Andray Blatche,2013-14,2013,BRK,73,7,22.2,0.476,0.278,0.494,0.742,5.3,1.5,1.0,0.5,1.5,2.3,11.2,0
1330,1330,236,1,Mookie Blaylock,1989-90,1989,NJN,50,17,25.3,0.371,0.225,0.395,0.778,2.8,4.2,1.6,0.3,2.2,2.2,10.1,0
1331,1331,236,2,Mookie Blaylock,1990-91,1990,NJN,72,70,35.9,0.416,0.154,0.441,0.79,3.5,6.1,2.3,0.6,2.9,2.5,14.1,0
1332,1332,236,3,Mookie Blaylock,1991-92,1991,NJN,72,67,35.4,0.432,0.222,0.444,0.712,3.7,6.8,2.4,0.6,2.1,2.5,13.8,0
1333,1333,236,4,Mookie Blaylock,1992-93,1992,ATL,80,78,35.3,0.429,0.375,0.456,0.728,3.5,8.4,2.5,0.3,2.3,2.0,13.4,0
1334,1334,236,5,Mookie Blaylock,1993-94,1993,ATL,81,81,36.0,0.411,0.334,0.447,0.73,5.2,9.7,2.6,0.5,2.4,1.8,13.8,0
1335,1335,236,6,Mookie Blaylock,1994-95,1994,ATL,80,80,38.4,0.425,0.359,0.482,0.729,4.9,7.7,2.5,0.3,3.0,2.1,17.2,0
1336,1336,236,7,Mookie Blaylock,1995-96,1995,ATL,81,81,35.7,0.405,0.371,0.448,0.747,4.1,5.9,2.6,0.2,2.3,1.9,15.7,0
1337,1337,236,8,Mookie Blaylock,1996-97,1996,ATL,78,78,39.2,0.432,0.366,0.505,0.753,5.3,5.9,2.7,0.3,2.4,1.8,17.4,0
1338,1338,236,9,Mookie Blaylock,1997-98,1997,ATL,70,69,38.6,0.392,0.269,0.46,0.709,4.9,6.7,2.6,0.3,2.5,1.7,13.2,0
1339,1339,236,10,Mookie Blaylock,1998-99,1998,ATL,48,48,36.7,0.379,0.307,0.425,0.758,4.7,5.8,2.1,0.2,2.4,1.3,13.3,0
1340,1340,236,11,Mookie Blaylock,1999-00,1999,GSW,73,72,33.7,0.391,0.336,0.422,0.705,3.7,6.7,2.0,0.3,2.0,1.7,11.3,0
1341,1341,236,12,Mookie Blaylock,2000-01,2000,GSW,69,59,34.1,0.396,0.324,0.424,0.697,3.9,6.7,2.4,0.3,1.9,1.9,11.0,0
1342,1342,236,13,Mookie Blaylock,2001-02,2001,GSW,35,0,17.1,0.342,0.357,0.337,0.5,1.5,3.3,0.7,0.1,1.1,0.6,3.4,0
1343,1343,237,1,Eric Bledsoe,2010-11,2010,LAC,81,25,22.7,0.424,0.276,0.47,0.744,2.8,3.6,1.1,0.3,2.4,1.6,6.7,0
1344,1344,237,2,Eric Bledsoe,2011-12,2011,LAC,40,1,11.6,0.389,0.2,0.448,0.636,1.6,1.7,0.8,0.4,1.2,1.5,3.3,0
1345,1345,237,3,Eric Bledsoe,2012-13,2012,LAC,76,12,20.4,0.445,0.397,0.453,0.791,3.0,3.1,1.4,0.7,1.8,1.5,8.5,0
1346,1346,237,4,Eric Bledsoe,2013-14,2013,PHO,43,40,32.9,0.477,0.357,0.517,0.772,4.7,5.5,1.6,0.3,3.3,2.3,17.7,0
1347,1347,237,5,Eric Bledsoe,2014-15,2014,PHO,81,81,34.6,0.447,0.324,0.491,0.8,5.2,6.1,1.6,0.6,3.4,2.3,17.0,0
1348,1348,237,6,Eric Bledsoe,2015-16,2015,PHO,31,31,34.2,0.453,0.372,0.482,0.802,4.0,6.1,2.0,0.6,3.5,2.4,20.4,0
1349,1349,237,7,Eric Bledsoe,2016-17,2016,PHO,66,66,33.0,0.434,0.335,0.477,0.847,4.8,6.3,1.4,0.5,3.4,2.5,21.1,0
1350,1350,237,8,Eric Bledsoe,2017-18,2017,TOT,74,74,31.4,0.473,0.347,0.545,0.795,3.8,5.0,2.0,0.6,2.9,2.5,17.7,0
1353,1353,239,1,Corie Blount,1993-94,1993,CHI,67,8,10.3,0.437,0.0,0.437,0.613,2.9,0.8,0.3,0.5,0.8,1.4,3.0,0
1354,1354,239,2,Corie Blount,1994-95,1994,CHI,68,9,13.1,0.476,0.0,0.481,0.567,3.5,0.9,0.4,0.5,0.9,2.1,3.5,0
1355,1355,239,3,Corie Blount,1995-96,1995,LAL,57,2,12.5,0.473,0.0,0.479,0.568,3.0,0.7,0.4,0.6,0.8,1.9,3.2,0
1356,1356,239,4,Corie Blount,1996-97,1996,LAL,58,18,17.4,0.514,0.333,0.517,0.675,4.8,0.6,0.4,0.4,0.9,2.1,4.2,0
1357,1357,239,5,Corie Blount,1997-98,1997,LAL,70,3,14.7,0.572,0.0,0.585,0.5,4.3,0.5,0.4,0.4,0.7,2.2,3.6,0
1358,1358,239,6,Corie Blount,1998-99,1998,TOT,34,3,15.6,0.36,0.0,0.364,0.519,4.4,0.4,0.6,0.5,0.6,2.2,2.9,0
1359,1359,239,7,Corie Blount,1999-00,1999,PHO,38,1,11.7,0.494,0.0,0.506,0.576,3.0,0.3,0.4,0.2,0.7,2.1,2.8,0
1360,1360,239,8,Corie Blount,2000-01,2000,TOT,68,6,19.2,0.442,0.25,0.448,0.614,5.9,0.9,0.6,0.3,1.1,2.4,4.6,0
1361,1364,240,1,Mark Blount,2000-01,2000,BOS,64,50,17.2,0.505,0.0,0.505,0.697,3.6,0.5,0.6,1.2,1.0,2.9,3.9,0
1362,1361,239,9,Corie Blount,2001-02,2001,PHI,72,21,19.8,0.458,0.0,0.46,0.644,5.1,0.6,0.7,0.4,0.7,2.4,3.6,0
1363,1365,240,2,Mark Blount,2001-02,2001,BOS,44,0,9.4,0.421,0.0,0.421,0.811,1.9,0.2,0.4,0.4,0.5,1.3,2.1,0
1364,1362,239,10,Corie Blount,2002-03,2002,CHI,50,3,16.7,0.485,0.0,0.485,0.571,4.1,1.0,0.7,0.4,0.9,2.4,3.0,0
1365,1366,240,3,Mark Blount,2002-03,2002,TOT,81,31,17.3,0.432,0.0,0.432,0.727,3.8,0.7,0.5,0.8,1.3,2.3,5.0,0
1366,1363,239,11,Corie Blount,2003-04,2003,TOT,62,3,16.9,0.455,0.0,0.46,0.556,4.4,0.9,0.8,0.4,0.7,2.2,4.0,0
1367,1367,240,4,Mark Blount,2003-04,2003,BOS,82,73,29.3,0.566,0.0,0.566,0.719,7.2,0.9,1.0,1.3,1.8,3.1,10.3,0
1368,1368,240,5,Mark Blount,2004-05,2004,BOS,82,57,26.0,0.529,0.0,0.53,0.713,4.8,1.6,0.4,0.8,1.9,2.8,9.4,0
1369,1369,240,6,Mark Blount,2005-06,2005,TOT,81,55,27.7,0.508,0.0,0.508,0.757,4.5,1.2,0.5,0.9,2.4,3.1,11.3,0
1370,1370,240,7,Mark Blount,2006-07,2006,MIN,82,81,31.0,0.509,0.29,0.517,0.754,6.2,0.8,0.5,0.7,1.9,2.9,12.3,0
1371,1371,240,8,Mark Blount,2007-08,2007,MIA,69,46,22.3,0.462,0.386,0.469,0.638,3.8,0.6,0.5,0.5,1.0,1.9,8.4,0
1372,1372,240,9,Mark Blount,2008-09,2008,MIA,20,0,10.4,0.385,0.407,0.373,0.615,2.1,0.2,0.1,0.4,0.7,0.9,4.0,0
1373,1373,241,1,Vander Blue,2013-14,2013,BOS,3,0,5.0,0.5,0.0,0.667,0.2,1.0,0.3,0.0,0.0,0.7,0.3,1.7,0
1374,1374,241,2,Vander Blue,2014-15,2014,LAL,2,1,37.0,0.3,0.2,0.35,0.4,4.5,4.0,1.5,0.0,3.0,2.0,11.0,0
1375,1375,241,3,Vander Blue,2017-18,2017,LAL,5,0,9.0,0.2,0.0,0.333,0.5,0.2,0.6,0.2,0.0,0.6,0.4,0.6,0
1376,1376,242,1,Ray Blume,1981-82,1981,CHI,49,2,11.1,0.459,0.222,0.48,0.643,0.8,1.4,0.5,0.0,1.1,1.2,4.6,0
1377,1377,243,1,Tony Bobbitt,2004-05,2004,LAL,2,0,6.0,0.4,0.5,0.333,0.0,1.5,0.0,0.0,0.0,0.0,0.5,2.5,0
1378,1378,244,1,Keith Bogans,2003-04,2003,ORL,73,36,24.5,0.403,0.358,0.434,0.631,4.3,1.3,0.6,0.1,1.0,1.8,6.8,0
1379,1379,244,2,Keith Bogans,2004-05,2004,CHA,74,42,24.2,0.381,0.329,0.398,0.727,3.1,1.8,0.9,0.1,1.6,2.3,9.6,0
1380,1380,244,3,Keith Bogans,2005-06,2005,TOT,72,31,26.6,0.395,0.325,0.436,0.683,3.5,1.8,1.0,0.1,1.3,2.3,8.6,0
1381,1381,244,4,Keith Bogans,2006-07,2006,ORL,59,18,16.8,0.404,0.387,0.426,0.746,1.6,1.0,0.5,0.0,0.8,1.7,5.1,0
1382,1382,244,5,Keith Bogans,2007-08,2007,ORL,82,35,26.8,0.41,0.362,0.52,0.736,3.2,1.3,0.7,0.1,0.6,2.0,8.7,0
1383,1383,244,6,Keith Bogans,2008-09,2008,TOT,65,15,19.6,0.367,0.339,0.425,0.912,3.1,1.0,0.7,0.1,0.6,1.6,5.6,0
1384,1384,244,7,Keith Bogans,2009-10,2009,SAS,79,50,19.7,0.403,0.357,0.49,0.74,2.2,1.2,0.6,0.2,0.7,2.0,4.4,0
1385,1385,244,8,Keith Bogans,2010-11,2010,CHI,82,82,17.8,0.404,0.38,0.486,0.656,1.8,1.2,0.5,0.1,0.5,1.4,4.4,0
1386,1386,244,9,Keith Bogans,2011-12,2011,NJN,5,1,18.8,0.381,0.25,0.556,0.4,2.2,0.6,0.4,0.0,0.6,3.0,4.2,0
1387,1387,244,10,Keith Bogans,2012-13,2012,BRK,74,23,19.0,0.38,0.343,0.615,0.647,1.6,1.0,0.4,0.1,0.7,1.5,4.2,0
1388,1388,244,11,Keith Bogans,2013-14,2013,BOS,6,0,9.2,0.5,0.5,0.0,1.0,0.5,0.5,0.2,0.0,0.2,0.3,2.0,0
1389,1391,246,1,Bojan Bogdanovic,2014-15,2014,BRK,78,28,23.8,0.453,0.355,0.531,0.821,2.7,0.9,0.4,0.1,1.0,1.3,9.0,0
1390,1392,246,2,Bojan Bogdanovic,2015-16,2015,BRK,79,39,26.8,0.433,0.382,0.474,0.833,3.2,1.3,0.4,0.1,1.5,1.5,11.2,0
1391,1393,246,3,Bojan Bogdanovic,2016-17,2016,TOT,77,54,25.8,0.448,0.368,0.518,0.89,3.5,1.4,0.4,0.1,1.6,1.8,14.0,0
1392,1389,245,1,Bogdan Bogdanovic,2017-18,2017,SAC,78,53,27.9,0.446,0.392,0.485,0.84,2.9,3.3,0.9,0.2,1.6,2.2,11.8,0
1393,1394,246,4,Bojan Bogdanovic,2017-18,2017,IND,80,80,30.8,0.474,0.402,0.534,0.868,3.4,1.5,0.7,0.1,1.3,1.6,14.3,0
1396,1396,247,1,Muggsy Bogues,1987-88,1987,WSB,79,14,20.6,0.39,0.188,0.398,0.784,1.7,5.1,1.6,0.0,1.3,1.7,5.0,0
