,id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
427860,nohidETC/,/soccer/spain/primera-division-2013-2014/valladolid-barcelona-nohidETC/,True,2014-03-08,SP1,2014,spain,Real Valladolid,Barcelona,1,0,17.78,7.8,1.25,,,,,nohidETC31,31.0,33.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the top centre of the goal.,Attempt,,Away,Barcelona,Real Valladolid,lionel messi,,,,Top centre of the goal,On target,0.0,Outside the box,left foot,None,Open play,0.0
427864,nohidETC/,/soccer/spain/primera-division-2013-2014/valladolid-barcelona-nohidETC/,True,2014-03-08,SP1,2014,spain,Real Valladolid,Barcelona,1,0,17.78,7.8,1.25,,,,,nohidETC35,35.0,35.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal.,Attempt,,Away,Barcelona,Real Valladolid,lionel messi,,,,Centre of the goal,On target,0.0,Centre of the box,left foot,None,Open play,0.0
427876,nohidETC/,/soccer/spain/primera-division-2013-2014/valladolid-barcelona-nohidETC/,True,2014-03-08,SP1,2014,spain,Real Valladolid,Barcelona,1,0,17.78,7.8,1.25,,,,,nohidETC47,47.0,48.0,Attempt saved. Lionel Messi (Barcelona) right footed shot from the centre of the box is saved in the bottom right corner.,Attempt,,Away,Barcelona,Real Valladolid,lionel messi,,,,Bottom right corner,On target,0.0,Centre of the box,right foot,None,Open play,0.0
427915,nohidETC/,/soccer/spain/primera-division-2013-2014/valladolid-barcelona-nohidETC/,True,2014-03-08,SP1,2014,spain,Real Valladolid,Barcelona,1,0,17.78,7.8,1.25,,,,,nohidETC86,86.0,83.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom left corner.,Attempt,,Away,Barcelona,Real Valladolid,lionel messi,,,,Bottom left corner,On target,0.0,Outside the box,left foot,None,Open play,0.0
427919,nohidETC/,/soccer/spain/primera-division-2013-2014/valladolid-barcelona-nohidETC/,True,2014-03-08,SP1,2014,spain,Real Valladolid,Barcelona,1,0,17.78,7.8,1.25,,,,,nohidETC90,90.0,87.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Real Valladolid,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
435700,vuHU9XcC/,/soccer/spain/primera-division-2013-2014/barcelona-osasuna-vuHU9XcC/,True,2014-03-16,SP1,2014,spain,Barcelona,Osasuna,7,0,1.07,20.0,56.0,,,,,vuHU9XcC19,19.0,18.0,"Goal!  Barcelona 1, Osasuna 0. Lionel Messi (Barcelona) left footed shot from very close range to the bottom left corner. Assisted by Alexis SA¡nchez with a cross.",Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,alexis sanchez,,,Bottom left corner,On target,1.0,Very close range,left foot,Cross,Open play,0.0
435704,vuHU9XcC/,/soccer/spain/primera-division-2013-2014/barcelona-osasuna-vuHU9XcC/,True,2014-03-16,SP1,2014,spain,Barcelona,Osasuna,7,0,1.07,20.0,56.0,,,,,vuHU9XcC23,23.0,24.0,Foul by Lionel Messi (Barcelona).,Foul,,Home,Barcelona,Osasuna,lionel messi,,,,,,0.0,,,None,,0.0
435737,vuHU9XcC/,/soccer/spain/primera-division-2013-2014/barcelona-osasuna-vuHU9XcC/,True,2014-03-16,SP1,2014,spain,Barcelona,Osasuna,7,0,1.07,20.0,56.0,,,,,vuHU9XcC56,56.0,63.0,"Goal!  Barcelona 4, Osasuna 0. Lionel Messi (Barcelona) left footed shot from the left side of the six yard box to the bottom right corner. Assisted by AndrA©s Iniesta.",Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,andres iniesta,,,Bottom right corner,On target,1.0,Left side of the six yard box,left foot,Pass,Open play,0.0
435747,vuHU9XcC/,/soccer/spain/primera-division-2013-2014/barcelona-osasuna-vuHU9XcC/,True,2014-03-16,SP1,2014,spain,Barcelona,Osasuna,7,0,1.07,20.0,56.0,,,,,vuHU9XcC66,66.0,70.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box is too high. Assisted by Pedro following a fast break.,Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,pedro,,,Too high,Off target,0.0,Centre of the box,left foot,Pass,Open play,1.0
435750,vuHU9XcC/,/soccer/spain/primera-division-2013-2014/barcelona-osasuna-vuHU9XcC/,True,2014-03-16,SP1,2014,spain,Barcelona,Osasuna,7,0,1.07,20.0,56.0,,,,,vuHU9XcC69,69.0,75.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom left corner. Assisted by Dani Alves.,Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,dani alves,,,Bottom left corner,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
435762,vuHU9XcC/,/soccer/spain/primera-division-2013-2014/barcelona-osasuna-vuHU9XcC/,True,2014-03-16,SP1,2014,spain,Barcelona,Osasuna,7,0,1.07,20.0,56.0,,,,,vuHU9XcC81,81.0,88.0,"Goal!  Barcelona 6, Osasuna 0. Lionel Messi (Barcelona) right footed shot from the centre of the box to the bottom right corner. Assisted by Dani Alves.",Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,dani alves,,,Bottom right corner,On target,1.0,Centre of the box,right foot,Pass,Open play,0.0
440532,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T10,10.0,15.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box is close, but misses to the right. Assisted by Francesc FA¡bregas with a through ball.",Attempt,Key Pass,Away,Barcelona,Real Madrid,lionel messi,cesc fabregas,,,Misses to the right,Off target,0.0,Centre of the box,left foot,Through ball,Open play,0.0
440546,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T24,24.0,25.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Real Madrid,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
440547,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T25,25.0,26.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Away,Barcelona,Real Madrid,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
440567,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T45,45.0,42.0,"Goal!  Real Madrid 2, Barcelona 2. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom right corner.",Attempt,,Away,Barcelona,Real Madrid,lionel messi,,,,Bottom right corner,On target,1.0,Centre of the box,left foot,None,Open play,0.0
440582,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T60,60.0,57.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Away,Barcelona,Real Madrid,lionel messi,,,,,,0.0,Right wing,,None,,0.0
440593,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T71,71.0,65.0,"Goal!  Real Madrid 3, Barcelona 3. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the bottom right corner.",Attempt,,Away,Barcelona,Real Madrid,lionel messi,,,,Bottom right corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
440608,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T86,86.0,73.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by AndrA©s Iniesta.,Attempt,Key Pass,Away,Barcelona,Real Madrid,lionel messi,andres iniesta,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
440619,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T97,97.0,84.0,"Goal!  Real Madrid 3, Barcelona 4. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the top right corner.",Attempt,,Away,Barcelona,Real Madrid,lionel messi,,,,Top right corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
440629,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T107,107.0,88.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Real Madrid,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
440641,StRC9O3T/,/soccer/spain/primera-division-2013-2014/real-madrid-barcelona-StRC9O3T/,True,2014-03-23,SP1,2014,spain,Real Madrid,Barcelona,3,4,2.1,4.0,3.7,,,,,StRC9O3T119,119.0,90.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Real Madrid,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
443196,O8tiNsYS/,/soccer/spain/primera-division-2013-2014/barcelona-celta-vigo-O8tiNsYS/,True,2014-03-26,SP1,2014,spain,Barcelona,Celta Vigo,3,0,1.06,23.0,51.0,,,,,O8tiNsYS1,1.0,4.0,"Offside, Barcelona. AndrA©s Iniesta tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Celta Vigo,lionel messi,andres iniesta,,,,,0.0,,,None,,0.0
443197,O8tiNsYS/,/soccer/spain/primera-division-2013-2014/barcelona-celta-vigo-O8tiNsYS/,True,2014-03-26,SP1,2014,spain,Barcelona,Celta Vigo,3,0,1.06,23.0,51.0,,,,,O8tiNsYS2,2.0,5.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Celta Vigo,lionel messi,neymar,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
443201,O8tiNsYS/,/soccer/spain/primera-division-2013-2014/barcelona-celta-vigo-O8tiNsYS/,True,2014-03-26,SP1,2014,spain,Barcelona,Celta Vigo,3,0,1.06,23.0,51.0,,,,,O8tiNsYS6,6.0,9.0,"Offside, Barcelona. AndrA©s Iniesta tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Celta Vigo,lionel messi,andres iniesta,,,,,0.0,,,None,,0.0
443208,O8tiNsYS/,/soccer/spain/primera-division-2013-2014/barcelona-celta-vigo-O8tiNsYS/,True,2014-03-26,SP1,2014,spain,Barcelona,Celta Vigo,3,0,1.06,23.0,51.0,,,,,O8tiNsYS13,13.0,16.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by AndrA©s Iniesta.,Attempt,Key Pass,Home,Barcelona,Celta Vigo,lionel messi,andres iniesta,,,Centre of the goal,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
443217,O8tiNsYS/,/soccer/spain/primera-division-2013-2014/barcelona-celta-vigo-O8tiNsYS/,True,2014-03-26,SP1,2014,spain,Barcelona,Celta Vigo,3,0,1.06,23.0,51.0,,,,,O8tiNsYS22,22.0,30.0,"Goal!  Barcelona 2, Celta de Vigo 0. Lionel Messi (Barcelona) right footed shot from the centre of the box to the bottom right corner. Assisted by AndrA©s Iniesta with a through ball.",Attempt,Key Pass,Home,Barcelona,Celta Vigo,lionel messi,andres iniesta,,,Bottom right corner,On target,1.0,Centre of the box,right foot,Through ball,Open play,0.0
443251,O8tiNsYS/,/soccer/spain/primera-division-2013-2014/barcelona-celta-vigo-O8tiNsYS/,True,2014-03-26,SP1,2014,spain,Barcelona,Celta Vigo,3,0,1.06,23.0,51.0,,,,,O8tiNsYS56,56.0,62.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Celta Vigo,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
446924,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq11,11.0,10.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the right side of the six yard box is saved in the centre of the goal. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,dani alves,,,Centre of the goal,On target,0.0,Right side of the six yard box,left foot,Pass,Open play,0.0
446930,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq17,17.0,17.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the left side of the box is blocked. Assisted by Jordi Alba.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,jordi alba,,,Blocked,Blocked,0.0,Left side of the box,right foot,Pass,Open play,0.0
446931,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq18,18.0,17.0,Attempt missed. Lionel Messi (Barcelona) header from the centre of the box is just a bit too high. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,dani alves,,,Bit too high,Off target,0.0,Centre of the box,head,Pass,Open play,0.0
446972,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq59,59.0,63.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
446973,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq60,60.0,64.0,"Offside, Barcelona. Dani Alves tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Away,Barcelona,Espanyol,lionel messi,dani alves,,,,,0.0,,,None,,0.0
446987,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq74,74.0,71.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Francesc FA¡bregas.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,cesc fabregas,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
446990,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq77,77.0,74.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from a difficult angle on the left is blocked. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,dani alves,,,Blocked,Blocked,0.0,Difficult angle on the left,left foot,Pass,Open play,0.0
446995,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq82,82.0,77.0,"Goal!  Espanyol 0, Barcelona 1. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the bottom left corner.",Attempt,,Away,Barcelona,Espanyol,lionel messi,,,,Bottom left corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
447006,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq93,93.0,83.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by AndrA©s Iniesta with a through ball.,Attempt,Key Pass,Away,Barcelona,Espanyol,lionel messi,andres iniesta,,,Blocked,Blocked,0.0,Outside the box,left foot,Through ball,Open play,0.0
447009,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq96,96.0,85.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the right from a direct free kick.",Attempt,,Away,Barcelona,Espanyol,lionel messi,,,,Misses to the right,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
447019,YcKlWKAq/,/soccer/spain/primera-division-2013-2014/espanyol-barcelona-YcKlWKAq/,True,2014-03-29,SP1,2014,spain,Espanyol,Barcelona,0,1,9.6,6.1,1.42,,,,,YcKlWKAq106,106.0,90.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Espanyol,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
450561,C2bRqvuq/,/soccer/spain/primera-division-2013-2014/barcelona-betis-C2bRqvuq/,True,2014-04-05,SP1,2014,spain,Barcelona,Real Betis,3,1,1.08,19.34,43.59,,,,,C2bRqvuq15,15.0,15.0,"Goal!  Barcelona 1, Real Betis 0. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the centre of the goal.",Attempt,,Home,Barcelona,Real Betis,lionel messi,,,,Centre of the goal,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
450579,C2bRqvuq/,/soccer/spain/primera-division-2013-2014/barcelona-betis-C2bRqvuq/,True,2014-04-05,SP1,2014,spain,Barcelona,Real Betis,3,1,1.08,19.34,43.59,,,,,C2bRqvuq33,33.0,41.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the left. Assisted by AndrA©s Iniesta.",Attempt,Key Pass,Home,Barcelona,Real Betis,lionel messi,andres iniesta,,,Misses to the left,Off target,0.0,Outside the box,left foot,Pass,Open play,0.0
